"","kTotal","kWithin","kOut","kDiff"
"gene.Ha412HOChr02g0087061",126.255686696152,2.22146089407142,124.034225802081,-121.812764908009
"gene.Ha412HOChr02g0087131",49.2763329093246,4.4259210965492,44.8504118127754,-40.4244907162262
"gene.Ha412HOChr02g0087141",98.9857478710664,42.4603209286123,56.525426942454,-14.0651060138417
"gene.Ha412HOChr02g0087221",12.9072749501615,0.47980089776578,12.4274740523957,-11.9476731546299
"gene.Ha412HOChr02g0087231",91.8253799791096,15.2333180346901,76.5920619444194,-61.3587439097293
"gene.Ha412HOChr02g0087301",35.159773200733,2.7627798016917,32.3969933990413,-29.6342135973496
"gene.Ha412HOChr02g0087321",22.5440608184654,3.9922581662692,18.5518026521962,-14.559544485927
"gene.Ha412HOChr02g0087341",6.2577459752409,0.459918303423445,5.79782767181745,-5.33790936839401
"gene.Ha412HOChr02g0087361",29.5822332079486,5.75724378292381,23.8249894250248,-18.067745642101
"gene.Ha412HOChr02g0087371",4.78763897374793,1.36820261051307,3.41943636323486,-2.05123375272179
"gene.Ha412HOChr02g0087381",38.3418597161364,3.40289887689697,34.9389608392394,-31.5360619623424
"gene.Ha412HOChr02g0087391",70.8407023072429,2.85104262421968,67.9896596830233,-65.1386170588036
"gene.Ha412HOChr02g0087401",22.4609664999449,5.86189578809331,16.5990707118516,-10.7371749237583
"gene.Ha412HOChr02g0087451",52.9176743964561,30.6013104884664,22.3163639079896,8.28494658047679
"gene.Ha412HOChr02g0087481",40.9857681652359,6.35320929667747,34.6325588685584,-28.2793495718809
"gene.Ha412HOChr02g0087491",46.336866134278,8.77212297054109,37.5647431637369,-28.7926201931959
"gene.Ha412HOChr02g0087501",50.0855510978071,21.066198799356,29.0193522984511,-7.95315349909504
"gene.Ha412HOChr02g0087521",17.651891362716,1.46333884154279,16.1885525211732,-14.7252136796304
"gene.Ha412HOChr02g0087601",48.1444916865416,6.03548500408714,42.1090066824545,-36.0735216783673
"gene.Ha412HOChr02g0087611",16.9378898526299,4.11397391609592,12.823915936534,-8.7099420204381
"gene.Ha412HOChr02g0087621",21.2896782224262,2.34716246944495,18.9425157529813,-16.5953532835363
"gene.Ha412HOChr02g0087641",105.992507526798,20.0481509651659,85.9443565616318,-65.896205596466
"gene.Ha412HOChr02g0087651",188.588055905709,135.169989792314,53.4180661133953,81.7519236789186
"gene.Ha412HOChr02g0087661",24.3232213148654,1.31293548748429,23.0102858273812,-21.6973503398969
"gene.Ha412HOChr02g0087751",38.1236910514399,12.0217489591783,26.1019420922616,-14.0801931330833
"gene.Ha412HOChr02g0087771",11.8355319762122,3.0218533792427,8.81367859696953,-5.79182521772683
"gene.Ha412HOChr02g0087781",99.1186760761125,9.57503855045084,89.5436375256616,-79.9685989752108
"gene.Ha412HOChr02g0087851",70.463556971396,7.96984879209732,62.4937081792986,-54.5238593872013
"gene.Ha412HOChr02g0087861",36.7112596542748,12.2378229876814,24.4734366665935,-12.2356136789121
"gene.Ha412HOChr02g0087951",52.9264520235993,25.8674100641246,27.0590419594748,-1.19163189535018
"gene.Ha412HOChr02g0087971",117.756219945125,31.821427931483,85.9347920136417,-54.1133640821588
"gene.Ha412HOChr02g0088031",52.0109677128345,10.0717109295509,41.9392567832835,-31.8675458537326
"gene.Ha412HOChr02g0088071",170.852652420797,21.3768402060797,149.475812214717,-128.098972008637
"gene.Ha412HOChr02g0088091",62.0475563912551,2.76098286536909,59.286573525886,-56.5255906605169
"gene.Ha412HOChr02g0088111",286.726308717874,149.107083648191,137.619225069683,11.4878585785084
"gene.Ha412HOChr02g0088151",25.9297520432752,1.84910846377006,24.0806435795051,-22.231535115735
"gene.Ha412HOChr02g0088161",42.3124491965922,20.9167399270757,21.3957092695165,-0.478969342440813
"gene.Ha412HOChr02g0088171",14.2771479986545,1.11007341546567,13.1670745831888,-12.0570011677232
"gene.Ha412HOChr02g0088191",20.5490824977594,3.83429462915957,16.7147878685998,-12.8804932394403
"gene.Ha412HOChr02g0088231",97.2528440147583,1.98278214944325,95.270061865315,-93.2872797158718
"gene.Ha412HOChr02g0088251",48.1035916086279,3.86712330531077,44.2364683033171,-40.3693449980063
"gene.Ha412HOChr02g0088271",47.9384627004554,18.9959569106699,28.9425057897855,-9.94654887911568
"gene.Ha412HOChr02g0088281",92.8386038620386,30.0771982095156,62.7614056525231,-32.6842074430075
"gene.Ha412HOChr02g0088291",153.678876681811,15.6804987605278,137.998377921283,-122.317879160755
"gene.Ha412HOChr02g0088301",393.386121017856,33.7926841472563,359.593436870599,-325.800752723343
"gene.Ha412HOChr02g0088321",33.4120154153267,10.1829514915081,23.2290639238185,-13.0461124323104
"gene.Ha412HOChr02g0088331",90.266623484651,19.7175604336686,70.5490630509825,-50.8315026173139
"gene.Ha412HOChr02g0088361",40.4345332963889,1.80136858578745,38.6331647106014,-36.831796124814
"gene.Ha412HOChr02g0088431",25.8868928184182,1.3559520241759,24.5309407942423,-23.1749887700664
"gene.Ha412HOChr02g0088441",100.107617217874,22.2735764938511,77.8340407240225,-55.5604642301714
"gene.Ha412HOChr02g0088451",34.9725739694574,5.85488185569914,29.1176921137583,-23.2628102580592
"gene.Ha412HOChr02g0088501",11.8292951361788,1.17813167232695,10.6511634638518,-9.47303179152487
"gene.Ha412HOChr02g0088511",17.6116135425868,1.45031456207978,16.161298980507,-14.7109844184272
"gene.Ha412HOChr02g0088541",44.4294196090422,7.59253733966572,36.8368822693765,-29.2443449297108
"gene.Ha412HOChr02g0088571",161.229568220057,16.4624563244351,144.767111895621,-128.304655571186
"gene.Ha412HOChr02g0088581",556.607264539651,286.632754389334,269.974510150317,16.6582442390164
"gene.Ha412HOChr02g0088641",245.483282103452,47.9659173429156,197.517364760536,-149.55144741762
"gene.Ha412HOChr02g0088701",47.9473295055277,28.4697246930326,19.4776048124951,8.99211988053751
"gene.Ha412HOChr02g0088711",28.9497794307856,3.21786214646965,25.7319172843159,-22.5140551378463
"gene.Ha412HOChr02g0088751",156.770052887491,31.9790281904141,124.791024697077,-92.8119965066633
"gene.Ha412HOChr02g0088771",112.130639570583,3.81888864834968,108.311750922233,-104.492862273884
"gene.Ha412HOChr02g0088781",39.1771646668081,6.11465034514399,33.0625143216642,-26.9478639765202
"gene.Ha412HOChr02g0088791",138.748238326812,17.4733393609832,121.274898965829,-103.801559604846
"gene.Ha412HOChr02g0088811",102.800335984671,43.4244581581147,59.3758778265566,-15.9514196684419
"gene.Ha412HOChr02g0088821",18.7465699856445,2.87852242433765,15.8680475613068,-12.9895251369692
"gene.Ha412HOChr02g0088841",152.497180105958,60.618063629508,91.8791164764498,-31.2610528469418
"gene.Ha412HOChr02g0088861",127.588847871721,36.0170520853552,91.5717957863656,-55.5547437010105
"gene.Ha412HOChr02g0088901",55.8115467855818,22.6460985658644,33.1654482197174,-10.519349653853
"gene.Ha412HOChr02g0088921",81.4281289970607,11.9616392928558,69.4664897042048,-57.504850411349
"gene.Ha412HOChr02g0088941",77.439174578621,14.047823849058,63.391350729563,-49.343526880505
"gene.Ha412HOChr02g0089071",70.9541122774424,3.3950492921424,67.5590629853,-64.1640136931576
"gene.Ha412HOChr02g0089091",70.2351456958383,3.34251440185271,66.8926312939856,-63.5501168921329
"gene.Ha412HOChr02g0089101",57.4776762162801,10.6022964732496,46.8753797430305,-36.2730832697808
"gene.Ha412HOChr02g0089151",65.6924158593821,11.8745054583045,53.8179104010776,-41.943404942773
"gene.Ha412HOChr02g0089171",54.3029265809913,2.21370913367138,52.0892174473199,-49.8755083136485
"gene.Ha412HOChr02g0089251",59.1229878744721,8.83848352867532,50.2845043457968,-41.4460208171214
"gene.Ha412HOChr02g0089271",45.3588970264769,9.83839509381352,35.5205019326634,-25.6821068388499
"gene.Ha412HOChr02g0089381",40.5111890046176,4.31692552601158,36.1942634786061,-31.8773379525945
"gene.Ha412HOChr02g0089441",105.621032398031,19.942501133183,85.6785312648483,-65.7360301316654
"gene.Ha412HOChr02g0089451",6.44038128017942,0.933747133102591,5.50663414707683,-4.57288701397424
"gene.Ha412HOChr02g0089471",115.832812867181,6.04903490036284,109.783777966818,-103.734743066455
"gene.Ha412HOChr02g0089491",41.8999863924246,11.2358291232864,30.6641572691383,-19.4283281458519
"gene.Ha412HOChr02g0089521",16.2541489083871,0.699713877700215,15.5544350306869,-14.8547211529867
"gene.Ha412HOChr02g0089741",42.5775638121205,5.36310626062719,37.2144575514933,-31.8513512908661
"gene.Ha412HOChr02g0089751",38.4396404347265,4.18324273544213,34.2563976992844,-30.0731549638423
"gene.Ha412HOChr02g0089841",154.972922256864,61.2479700810043,93.7249521758599,-32.4769820948556
"gene.Ha412HOChr02g0089861",17.3586546806611,3.73802625956055,13.6206284211005,-9.88260216154
"gene.Ha412HOChr02g0090011",33.4230062111822,6.61230239807307,26.8107038131092,-20.1984014150361
"gene.Ha412HOChr02g0090061",28.7547952580055,9.54278039487408,19.2120148631314,-9.66923446825735
"gene.Ha412HOChr02g0090091",58.7738927563393,5.89565125811106,52.8782414982282,-46.9825902401172
"gene.Ha412HOChr02g0090141",18.1380196452835,1.89167261396089,16.2463470313226,-14.3546744173617
"gene.Ha412HOChr02g0090231",8.277078959184,1.31077640724663,6.96630255193737,-5.65552614469074
"gene.Ha412HOChr02g0090251",77.1453417185896,5.62572907775738,71.5196126408323,-65.8938835630749
"gene.Ha412HOChr02g0090591",5.98749230985831,0.67662714226724,5.31086516759107,-4.63423802532383
"gene.Ha412HOChr02g0090611",111.068801592555,8.68455573853101,102.384245854024,-93.6996901154926
"gene.Ha412HOChr02g0090621",133.385079569969,71.4061491051434,61.9789304648252,9.42721864031819
"gene.Ha412HOChr02g0090631",64.4245238597007,16.1408256788704,48.2836981808304,-32.14287250196
"gene.Ha412HOChr02g0090641",127.71984851164,15.5192920292117,112.200556482429,-96.6812644532169
"gene.Ha412HOChr02g0090701",150.259338082809,5.34920785929882,144.91013022351,-139.560922364212
"gene.Ha412HOChr02g0090711",43.8218021462194,11.5538352778835,32.2679668683359,-20.7141315904524
"gene.Ha412HOChr02g0090741",143.668851677019,19.4474826683753,124.221369008644,-104.773886340268
"gene.Ha412HOChr02g0090751",59.2802160109113,11.095075464961,48.1851405459502,-37.0900650809892
"gene.Ha412HOChr02g0090761",81.7068049908928,2.6797744561234,79.0270305347694,-76.347256078646
"gene.Ha412HOChr02g0090791",68.8082499662446,33.8972592460098,34.9109907202348,-1.01373147422494
"gene.Ha412HOChr02g0090811",53.6542678316035,13.6372211270961,40.0170467045074,-26.3798255774113
"gene.Ha412HOChr02g0090821",98.0804429753292,43.0262590512148,55.0541839241144,-12.0279248728996
"gene.Ha412HOChr02g0090831",89.4871808342379,17.8230152349416,71.6641655992964,-53.8411503643548
"gene.Ha412HOChr02g0090841",47.3584301164492,17.0123385433797,30.3460915730694,-13.3337530296897
"gene.Ha412HOChr02g0090881",66.3957151573668,9.58124998918988,56.8144651681769,-47.233215178987
"gene.Ha412HOChr02g0090931",183.232379511348,34.8057374244878,148.42664208686,-113.620904662372
"gene.Ha412HOChr02g0091071",71.1486729322644,18.1380754615264,53.0105974707379,-34.8725220092115
"gene.Ha412HOChr02g0091101",289.76679702948,121.353463650464,168.413333379016,-47.0598697285525
"gene.Ha412HOChr02g0091111",37.2239083631595,10.4453741691148,26.7785341940447,-16.3331600249299
"gene.Ha412HOChr02g0091171",358.099320472182,44.5636629529641,313.535657519218,-268.971994566254
"gene.Ha412HOChr02g0091211",3.75987724915947,0.313696799822914,3.44618044933656,-3.13248364951364
"gene.Ha412HOChr02g0091251",20.7698602454241,0.837141668296466,19.9327185771277,-19.0955769088312
"gene.Ha412HOChr02g0091261",91.4056199368756,20.5358392745296,70.8697806623459,-50.3339413878163
"gene.Ha412HOChr02g0091301",105.175069234414,50.5339194896471,54.6411497447669,-4.10723025511984
"gene.Ha412HOChr02g0091391",67.171808937048,24.5154551562908,42.6563537807572,-18.1408986244664
"gene.Ha412HOChr02g0091421",65.8298666861512,3.97078230504191,61.8590843811093,-57.8883020760674
"gene.Ha412HOChr02g0091431",183.482172022268,94.1334405272882,89.3487314949801,4.78470903230803
"gene.Ha412HOChr02g0091441",78.7801574264702,23.5157612036878,55.2643962227824,-31.7486350190946
"gene.Ha412HOChr02g0091461",47.1859361492908,8.05614855311506,39.1297875961758,-31.0736390430607
"gene.Ha412HOChr02g0091481",26.7340940142908,7.64025391414567,19.0938401001451,-11.4535861859994
"gene.Ha412HOChr02g0091501",118.960195487099,12.9861254298604,105.974070057239,-92.9879446273783
"gene.Ha412HOChr02g0091531",14.5081407750163,0.37213015673628,14.1360106182801,-13.7638804615438
"gene.Ha412HOChr02g0091591",372.914953302845,122.305677693254,250.609275609591,-128.303597916337
"gene.Ha412HOChr02g0091601",120.996644021254,38.2189898376018,82.7776541836519,-44.5586643460501
"gene.Ha412HOChr02g0091611",6.07799435275387,0.124101857180158,5.95389249557372,-5.82979063839356
"gene.Ha412HOChr02g0091621",64.6340654147399,24.3350381678346,40.2990272469052,-15.9639890790706
"gene.Ha412HOChr02g0091641",31.0605126835429,4.9728340667129,26.08767861683,-21.1148445501171
"gene.Ha412HOChr02g0091661",10.1767424796204,2.46174062721565,7.71500185240474,-5.25326122518909
"gene.Ha412HOChr02g0091671",24.5328829698633,3.76168010362601,20.7712028662373,-17.0095227626113
"gene.Ha412HOChr02g0091681",196.994342591929,58.061669464457,138.932673127472,-80.8710036630144
"gene.Ha412HOChr02g0091691",159.979886055947,43.8897549391451,116.090131116802,-72.2003761776565
"gene.Ha412HOChr02g0091721",170.508053850575,35.3916018949945,135.11645195558,-99.7248500605856
"gene.Ha412HOChr02g0091731",117.539498608874,28.2832141032573,89.2562845056169,-60.9730704023595
"gene.Ha412HOChr02g0091741",386.642402279379,188.549337763305,198.093064516074,-9.54372675276926
"gene.Ha412HOChr02g0091751",305.670632899259,37.2847398022094,268.38589309705,-231.10115329484
"gene.Ha412HOChr02g0091761",177.207908122921,22.5386545148154,154.669253608106,-132.13059909329
"gene.Ha412HOChr02g0091771",402.206629106689,219.392483529633,182.814145577056,36.5783379525776
"gene.Ha412HOChr02g0091781",20.8877832725532,1.5720435519738,19.3157397205794,-17.7436961686056
"gene.Ha412HOChr02g0091791",66.2958854282231,12.3291008573679,53.9667845708552,-41.6376837134873
"gene.Ha412HOChr02g0091801",29.0307289574647,1.49441835105181,27.5363106064129,-26.0418922553611
"gene.Ha412HOChr02g0091821",200.2606457127,79.5044526255445,120.756193087156,-41.2517404616113
"gene.Ha412HOChr02g0091841",108.197855167483,2.58177649260742,105.616078674875,-103.034302182268
"gene.Ha412HOChr02g0091861",5.1531638615506,0.562536794200429,4.59062706735017,-4.02809027314974
"gene.Ha412HOChr02g0091901",135.19044995214,36.1393500412354,99.0510999109048,-62.9117498696694
"gene.Ha412HOChr03g0092021",355.679988834708,162.394259879263,193.285728955445,-30.8914690761813
"gene.Ha412HOChr03g0092061",33.7613205013396,2.62498624898662,31.136334252353,-28.5113480033663
"gene.Ha412HOChr03g0092091",20.3773393293645,1.73389082304563,18.6434485063189,-16.9095576832732
"gene.Ha412HOChr03g0092101",52.6764885063007,9.91031041491924,42.7661780913815,-32.8558676764623
"gene.Ha412HOChr03g0092131",21.3076487852931,2.60441961428694,18.7032291710062,-16.0988095567192
"gene.Ha412HOChr03g0092141",12.70004530023,1.24288562771158,11.4571596725184,-10.2142740448068
"gene.Ha412HOChr03g0092151",5.56344707901416,1.19640529090403,4.36704178811013,-3.17063649720609
"gene.Ha412HOChr03g0092271",3.8409959107252,1.33736581140667,2.50363009931853,-1.16626428791187
"gene.Ha412HOChr03g0092311",446.986719795925,263.266327277791,183.720392518134,79.5459347596569
"gene.Ha412HOChr03g0092331",196.96113065421,17.1375785716512,179.823552082559,-162.685973510908
"gene.Ha412HOChr03g0092341",5.98719705356468,1.09540942702002,4.89178762654465,-3.79637819952463
"gene.Ha412HOChr03g0092351",44.5492163999904,4.88379111235819,39.6654252876322,-34.781634175274
"gene.Ha412HOChr03g0092361",9.18612043695554,0.655764395472745,8.5303560414828,-7.87459164601005
"gene.Ha412HOChr03g0092371",68.8965403308043,6.94091735669764,61.9556229741066,-55.014705617409
"gene.Ha412HOChr03g0092401",50.3407438910254,14.6107717747419,35.7299721162834,-21.1192003415415
"gene.Ha412HOChr03g0092441",16.4778990624923,1.43753944910742,15.0403596133849,-13.6028201642774
"gene.Ha412HOChr03g0092451",53.4332092002257,1.98803840427135,51.4451707959544,-49.457132391683
"gene.Ha412HOChr03g0092481",246.824347958435,138.087364515606,108.736983442828,29.3503810727777
"gene.Ha412HOChr03g0092491",32.1803605344005,5.71396216446838,26.4663983699321,-20.7524362054637
"gene.Ha412HOChr03g0092551",85.6786063612062,5.54772861073215,80.1308777504741,-74.5831491397419
"gene.Ha412HOChr03g0092571",79.7899131161386,12.9813859019611,66.8085272141775,-53.8271413122164
"gene.Ha412HOChr03g0092591",132.763549533481,49.1067090766117,83.6568404568695,-34.5501313802578
"gene.Ha412HOChr03g0092621",6.07011055582796,0.526022087570897,5.54408846825707,-5.01806638068617
"gene.Ha412HOChr03g0092631",83.0633443518988,27.7934537280135,55.2698906238853,-27.4764368958718
"gene.Ha412HOChr03g0092651",21.5471520199429,1.26172924163197,20.2854227783109,-19.0236935366789
"gene.Ha412HOChr03g0092681",153.317650973451,53.4187542947452,99.8988966787061,-46.4801423839608
"gene.Ha412HOChr03g0092781",42.8550535385218,1.41651414372646,41.4385393947954,-40.0220252510689
"gene.Ha412HOChr03g0092791",18.0046109272837,1.57546749168154,16.4291434356022,-14.8536759439207
"gene.Ha412HOChr03g0092831",19.5435204430112,0.769092332899195,18.774428110112,-18.0053357772128
"gene.Ha412HOChr03g0092851",4.54238093538599,0.428305374753226,4.11407556063276,-3.68577018587954
"gene.Ha412HOChr03g0092861",329.418603875908,155.404701433724,174.013902442184,-18.6092010084606
"gene.Ha412HOChr03g0092931",44.1786137483022,8.42477624469483,35.7538375036074,-27.3290612589125
"gene.Ha412HOChr03g0092961",8.95708254918283,0.39292821766301,8.56415433151982,-8.17122611385681
"gene.Ha412HOChr03g0092971",66.6304399791984,17.0237443498068,49.6066956293915,-32.5829512795847
"gene.Ha412HOChr03g0093051",98.3567677934859,33.0301036685447,65.3266641249411,-32.2965604563964
"gene.Ha412HOChr03g0093061",132.82773789006,41.5338945041736,91.293843385886,-49.7599488817124
"gene.Ha412HOChr03g0093071",11.7503320575872,1.02884581089183,10.7214862466953,-9.69264043580351
"gene.Ha412HOChr03g0093151",30.8430445393346,8.97098784119652,21.8720566981381,-12.9010688569415
"gene.Ha412HOChr03g0093291",129.778248152791,11.7582767827121,118.019971370079,-106.261694587367
"gene.Ha412HOChr03g0093471",3.71576981843628,0.695770661798726,3.01999915663755,-2.32422849483883
"gene.Ha412HOChr03g0093481",3.61881910221279,0.990969927119643,2.62784917509315,-1.63687924797351
"gene.Ha412HOChr03g0093501",30.2981457264172,6.25784474647611,24.0403009799411,-17.782456233465
"gene.Ha412HOChr03g0093531",191.224374740215,141.976447857732,49.2479268824837,92.728520975248
"gene.Ha412HOChr03g0093661",30.0878908432262,3.63847716516098,26.4494136780652,-22.8109365129043
"gene.Ha412HOChr03g0093671",18.6584332299421,2.25509372742047,16.4033395025216,-14.1482457751012
"gene.Ha412HOChr03g0093681",36.7939700008169,5.40792041125715,31.3860495895597,-25.9781291783026
"gene.Ha412HOChr03g0093691",134.845975519817,14.7948714505333,120.051104069284,-105.25623261875
"gene.Ha412HOChr03g0093711",16.3067876454247,1.4650526159078,14.8417350295169,-13.3766824136091
"gene.Ha412HOChr03g0093741",7.8558853141596,2.43516496649758,5.42072034766202,-2.98555538116445
"gene.Ha412HOChr03g0093801",3.28658204792484,0.247040642542947,3.03954140538189,-2.79250076283894
"gene.Ha412HOChr03g0093841",7.7725616576736,1.36909377356058,6.40346788411302,-5.03437411055244
"gene.Ha412HOChr03g0093891",343.41485460045,40.4291188034923,302.985735796958,-262.556616993465
"gene.Ha412HOChr03g0093911",26.5674230804484,12.7268913780121,13.8405317024363,-1.11364032442422
"gene.Ha412HOChr03g0093961",164.134411086283,25.4307202864821,138.703690799801,-113.272970513319
"gene.Ha412HOChr03g0093991",422.316003710804,228.171751240778,194.144252470026,34.0274987707522
"gene.Ha412HOChr03g0094001",56.0310983666399,2.35662641488689,53.674471951753,-51.3178455368661
"gene.Ha412HOChr03g0094051",58.3309618892921,6.37412897650567,51.9568329127864,-45.5827039362808
"gene.Ha412HOChr03g0094061",49.1731138228076,5.15163596612439,44.0214778566832,-38.8698418905588
"gene.Ha412HOChr03g0094071",260.173542374944,28.4797794389483,231.693762935996,-203.213983497048
"gene.Ha412HOChr03g0094091",7.02695126933422,0.702369825311738,6.32458144402248,-5.62221161871074
"gene.Ha412HOChr03g0094101",59.4204429595214,0.416262941140799,59.0041800183806,-58.5879170772398
"gene.Ha412HOChr03g0094131",41.0878239768049,2.03511163510587,39.052712341699,-37.0176007065931
"gene.Ha412HOChr03g0094311",14.5326913271942,0.476262276483871,14.0564290507103,-13.5801667742265
"gene.Ha412HOChr03g0094521",30.5730631142834,2.24166720022554,28.3313959140579,-26.0897287138323
"gene.Ha412HOChr03g0094561",26.1286085111156,3.0924159817017,23.0361925294139,-19.9437765477122
"gene.Ha412HOChr03g0094581",53.0618591798605,5.16459774348715,47.8972614363734,-42.7326636928862
"gene.Ha412HOChr03g0094591",63.7964340623494,6.42602392603754,57.3704101363119,-50.9443862102744
"gene.Ha412HOChr03g0094601",56.5720829226856,3.14183360349707,53.4302493191886,-50.2884157156915
"gene.Ha412HOChr03g0094651",27.2494981804359,2.45983055119038,24.7896676292455,-22.3298370780551
"gene.Ha412HOChr03g0094711",3.72885190803617,0.584057639915598,3.14479426812057,-2.56073662820497
"gene.Ha412HOChr03g0094731",27.4844498791154,7.07581828983816,20.4086315892772,-13.3328132994391
"gene.Ha412HOChr03g0094801",60.1729743169101,5.66738025013771,54.5055940667724,-48.8382138166347
"gene.Ha412HOChr03g0094811",96.5853140175977,1.91471635800462,94.6705976595931,-92.7558813015884
"gene.Ha412HOChr03g0094831",51.8202918795246,0.641460382585913,51.1788314969387,-50.5373711143528
"gene.Ha412HOChr03g0094911",67.7764956157876,44.8251900766573,22.9513055391304,21.8738845375269
"gene.Ha412HOChr03g0094921",37.1827544635094,8.64412331678794,28.5386311467215,-19.8945078299335
"gene.Ha412HOChr03g0094931",108.732836994727,2.91359623961194,105.819240755115,-102.905644515503
"gene.Ha412HOChr03g0094941",21.4885318084422,8.5308299649362,12.957701843506,-4.42687187856978
"gene.Ha412HOChr03g0095001",39.3679951394026,14.1047330931669,25.2632620462357,-11.1585289530688
"gene.Ha412HOChr03g0095011",36.7729304757531,5.32454456023212,31.448385915521,-26.1238413552889
"gene.Ha412HOChr03g0095031",80.2099241529449,12.4096381448828,67.8002860080621,-55.3906478631794
"gene.Ha412HOChr03g0095071",7.22110855074684,1.62134213924467,5.59976641150217,-3.9784242722575
"gene.Ha412HOChr03g0095101",196.754306579693,24.4600739804822,172.294232599211,-147.834158618729
"gene.Ha412HOChr03g0095111",100.524381062622,22.1992259451478,78.3251551174744,-56.1259291723266
"gene.Ha412HOChr03g0095121",0.986851886247382,0.25873201650203,0.728119869745352,-0.469387853243321
"gene.Ha412HOChr03g0095151",11.6231560812593,4.09619680006746,7.52695928119188,-3.43076248112443
"gene.Ha412HOChr03g0095171",136.528119822267,17.3603553279581,119.167764494309,-101.807409166351
"gene.Ha412HOChr03g0095181",24.9961596010227,8.81785288445248,16.1783067165702,-7.36045383211772
"gene.Ha412HOChr03g0095251",270.340555044126,8.36375354802125,261.976801496105,-253.613047948083
"gene.Ha412HOChr03g0095271",95.8595437219764,45.0740170317438,50.7855266902327,-5.71150965848888
"gene.Ha412HOChr03g0095301",5.15714864087938,1.23545970207727,3.92168893880211,-2.68622923672483
"gene.Ha412HOChr03g0095311",20.3124923123477,12.7965920724356,7.51590023991208,5.28069183252356
"gene.Ha412HOChr03g0095371",153.062477622983,55.9396060061308,97.1228716168521,-41.1832656107214
"gene.Ha412HOChr03g0095461",43.2798345961159,4.99004686999336,38.2897877261226,-33.2997408561292
"gene.Ha412HOChr03g0095511",25.0356393551975,4.16518529137771,20.8704540638198,-16.705268772442
"gene.Ha412HOChr03g0095551",54.9764345277094,2.88368316635575,52.0927513613537,-49.2090681949979
"gene.Ha412HOChr03g0095561",13.3575578940106,0.74145047863966,12.616107415371,-11.8746569367313
"gene.Ha412HOChr03g0095641",29.2275918700941,1.81321226147346,27.4143796086207,-25.6011673471472
"gene.Ha412HOChr03g0095691",31.6780218328198,0.588191583299012,31.0898302495208,-30.5016386662218
"gene.Ha412HOChr03g0095701",50.2830131903351,2.70858273354935,47.5744304567858,-44.8658477232364
"gene.Ha412HOChr03g0096121",37.491607217375,4.82309509238201,32.668512124993,-27.845417032611
"gene.Ha412HOChr03g0096171",16.1871710162199,0.525596602434845,15.6615744137851,-15.1359778113503
"gene.Ha412HOChr03g0096311",188.218829111132,40.0255953911382,148.193233719994,-108.167638328856
"gene.Ha412HOChr03g0096351",18.0843959675843,1.40779029666462,16.6766056709196,-15.268815374255
"gene.Ha412HOChr03g0096421",37.9489547209404,9.37167046945747,28.5772842514829,-19.2056137820255
"gene.Ha412HOChr03g0096491",39.9878255814161,6.08257536418912,33.905250217227,-27.8226748530379
"gene.Ha412HOChr03g0096741",81.2514517847956,16.1941283896818,65.0573233951138,-48.863195005432
"gene.Ha412HOChr03g0096761",25.8869472436416,2.00659473111945,23.8803525125222,-21.8737577814027
"gene.Ha412HOChr03g0096771",20.4545813613962,4.38437112286133,16.0702102385349,-11.6858391156736
"gene.Ha412HOChr03g0096821",32.5749664247789,5.050843031561,27.524123393218,-22.473280361657
"gene.Ha412HOChr03g0096831",35.6362786348236,4.94165452338582,30.6946241114378,-25.752969588052
"gene.Ha412HOChr03g0096841",158.758675396607,25.6938137816503,133.064861614957,-107.371047833306
"gene.Ha412HOChr03g0096871",35.8656421666467,16.7279092843446,19.137732882302,-2.4098235979574
"gene.Ha412HOChr03g0096881",53.0774340742256,36.2161647410895,16.8612693331361,19.3548954079534
"gene.Ha412HOChr03g0096891",65.101955595614,6.3529544006557,58.7490011949583,-52.3960467943026
"gene.Ha412HOChr03g0096901",264.78329166083,87.4358606915351,177.347430969295,-89.9115702777599
"gene.Ha412HOChr03g0096941",21.250587323239,6.328266268421,14.922321054818,-8.59405478639697
"gene.Ha412HOChr03g0096971",40.4556815724536,2.1025891593236,38.35309241313,-36.2505032538064
"gene.Ha412HOChr03g0097021",165.133154291641,40.0876291673194,125.045525124321,-84.957895957002
"gene.Ha412HOChr03g0097041",13.1132999657948,1.74441713903649,11.3688828267583,-9.62446568772181
"gene.Ha412HOChr03g0097081",132.202924713217,66.3309755826108,65.8719491306059,0.459026452004878
"gene.Ha412HOChr03g0097091",88.6148430085746,37.871586052188,50.7432569563866,-12.8716709041986
"gene.Ha412HOChr03g0097101",55.0495774361208,15.5306909288585,39.5188865072623,-23.9881955784039
"gene.Ha412HOChr03g0097121",20.2298737302391,1.58509363851931,18.6447800917198,-17.0596864532005
"gene.Ha412HOChr03g0097201",169.113840441435,68.4613015597913,100.652538881644,-32.1912373218523
"gene.Ha412HOChr03g0097211",52.4071859386086,9.03225825458747,43.3749276840211,-34.3426694294337
"gene.Ha412HOChr03g0097221",53.3286648896981,7.44543921124423,45.8832256784539,-38.4377864672097
"gene.Ha412HOChr03g0097281",68.1201008663346,27.0109291036216,41.109171762713,-14.0982426590914
"gene.Ha412HOChr03g0097331",51.727916841047,7.97492381139766,43.7529930296493,-35.7780692182516
"gene.Ha412HOChr03g0097361",36.872789860638,12.8148894671253,24.0579003935127,-11.2430109263874
"gene.Ha412HOChr03g0097371",6.67677558831552,0.894325764857962,5.78244982345756,-4.8881240585996
